group,id,course,module,grade
6,145,Cybernetic Implants and Augmentations,1,11.2
6,145,Cybernetic Implants and Augmentations,1,13.2
6,145,Cybernetic Implants and Augmentations,1,10.7
6,145,Cybernetic Implants and Augmentations,1,10.2
6,145,Cybernetic Implants and Augmentations,1,14
6,145,Cybernetic Implants and Augmentations,1,7.1
6,145,Darknet Culture and Subversive Technologies,2,9.75
6,145,Darknet Culture and Subversive Technologies,2,11.75
6,145,Darknet Culture and Subversive Technologies,2,8.75
6,145,Darknet Culture and Subversive Technologies,2,10.25
6,145,Hacking and Network Security,2,11
6,145,Hacking and Network Security,2,13.5
6,145,Hacking and Network Security,2,10.5
6,145,Neurotechnology and Mind Control,2,13
6,145,Neurotechnology and Mind Control,2,7
6,145,Neurotechnology and Mind Control,2,11
6,145,Neurotechnology and Mind Control,2,9
6,145,Post-Human Philosophy and Ethics,2,8
6,145,Post-Human Philosophy and Ethics,2,8
6,145,Post-Human Philosophy and Ethics,2,11
6,145,Post-Human Philosophy and Ethics,2,6
6,145,Post-Human Philosophy and Ethics,2,6.5
6,145,Post-Human Philosophy and Ethics,2,11
6,145,Post-Human Philosophy and Ethics,2,12
6,145,Urban Planning and Megacity Design,2,11.5
6,145,Urban Planning and Megacity Design,2,5.5
6,145,Urban Planning and Megacity Design,2,8.5
6,145,Urban Planning and Megacity Design,2,8.5
6,145,Urban Planning and Megacity Design,2,11.5
6,145,Virtual Reality and Augmented Reality,2,14.75
6,145,Virtual Reality and Augmented Reality,2,13.5
6,145,Virtual Reality and Augmented Reality,2,12
6,145,Virtual Reality and Augmented Reality,2,10
6,145,Virtual Reality and Augmented Reality,2,10.25
6,145,Virtual Reality and Augmented Reality,2,13
6,145,Virtual Reality and Augmented Reality,2,11.75
6,145,Virtual Reality and Augmented Reality,2,10.25
6,145,Virtual Reality and Augmented Reality,2,5.75
6,145,Virtual Reality and Augmented Reality,2,9.5
6,153,Artificial Intelligence and Machine Learning,2,7
6,153,Artificial Intelligence and Machine Learning,2,10.5
6,153,Artificial Intelligence and Machine Learning,2,9
6,153,Artificial Intelligence and Machine Learning,2,11
6,153,Bioengineering and Genetic Modification,1,15
6,153,Bioengineering and Genetic Modification,1,14
6,153,Bioengineering and Genetic Modification,1,13.5
6,153,Corporate Espionage and Industrial Sabotage,2,8.5
6,153,Corporate Espionage and Industrial Sabotage,2,8
6,153,Corporate Espionage and Industrial Sabotage,2,6.5
6,153,Corporate Espionage and Industrial Sabotage,2,9
6,153,Corporate Espionage and Industrial Sabotage,2,9.5
6,153,Corporate Espionage and Industrial Sabotage,2,10
6,153,Corporate Espionage and Industrial Sabotage,2,7.5
6,153,Corporate Espionage and Industrial Sabotage,2,7.5
6,153,Corporate Espionage and Industrial Sabotage,2,8
6,153,Cybernetic Implants and Augmentations,1,17.1
6,153,Cybernetic Implants and Augmentations,1,12.6
6,153,Cybernetic Implants and Augmentations,1,12.9
6,153,Cybernetic Implants and Augmentations,1,12.5
6,153,Cybernetic Implants and Augmentations,1,6.9
6,153,Cybernetic Implants and Augmentations,1,18.2
6,153,Cybernetic Implants and Augmentations,1,11.9
6,153,Cybernetic Implants and Augmentations,1,8.7
6,153,Cybernetic Implants and Augmentations,1,7.8
6,153,Cybernetic Implants and Augmentations,1,12.9
6,153,Darknet Culture and Subversive Technologies,2,11
6,153,Darknet Culture and Subversive Technologies,2,7.5
6,153,Darknet Culture and Subversive Technologies,2,7.75
6,153,Darknet Culture and Subversive Technologies,2,5.75
6,153,Hacking and Network Security,2,14.5
6,153,Hacking and Network Security,2,7
6,153,Hacking and Network Security,2,7
6,153,Neurotechnology and Mind Control,2,10
6,153,Neurotechnology and Mind Control,2,13
6,153,Neurotechnology and Mind Control,2,19
6,153,Neurotechnology and Mind Control,2,7
6,153,Post-Human Philosophy and Ethics,2,11
6,153,Post-Human Philosophy and Ethics,2,18.5
6,153,Post-Human Philosophy and Ethics,2,17.5
6,153,Post-Human Philosophy and Ethics,2,7.5
6,153,Post-Human Philosophy and Ethics,2,11
6,153,Post-Human Philosophy and Ethics,2,19.5
6,153,Post-Human Philosophy and Ethics,2,10.5
6,153,Urban Planning and Megacity Design,2,12
6,153,Urban Planning and Megacity Design,2,6.5
6,153,Urban Planning and Megacity Design,2,11
6,153,Urban Planning and Megacity Design,2,7.5
6,153,Urban Planning and Megacity Design,2,10.5
6,153,Virtual Reality and Augmented Reality,2,10.25
6,153,Virtual Reality and Augmented Reality,2,8.5
6,153,Virtual Reality and Augmented Reality,2,11.5
6,153,Virtual Reality and Augmented Reality,2,13.25
6,153,Virtual Reality and Augmented Reality,2,12
6,153,Virtual Reality and Augmented Reality,2,9.75
6,153,Virtual Reality and Augmented Reality,2,10.5
6,153,Virtual Reality and Augmented Reality,2,11.25
6,153,Virtual Reality and Augmented Reality,2,11.25
6,153,Virtual Reality and Augmented Reality,2,9.25
6,158,Artificial Intelligence and Machine Learning,2,8.5
6,158,Artificial Intelligence and Machine Learning,2,11
6,158,Artificial Intelligence and Machine Learning,2,6.5
6,158,Artificial Intelligence and Machine Learning,2,9
6,158,Bioengineering and Genetic Modification,1,16.5
6,158,Bioengineering and Genetic Modification,1,14.5
6,158,Bioengineering and Genetic Modification,1,14.5
6,158,Corporate Espionage and Industrial Sabotage,2,8
6,158,Corporate Espionage and Industrial Sabotage,2,5
6,158,Corporate Espionage and Industrial Sabotage,2,7.5
6,158,Corporate Espionage and Industrial Sabotage,2,9
6,158,Corporate Espionage and Industrial Sabotage,2,9
6,158,Corporate Espionage and Industrial Sabotage,2,10
6,158,Corporate Espionage and Industrial Sabotage,2,7.5
6,158,Corporate Espionage and Industrial Sabotage,2,8
6,158,Corporate Espionage and Industrial Sabotage,2,8
6,158,Cybernetic Implants and Augmentations,1,15.5
6,158,Cybernetic Implants and Augmentations,1,14.1
6,158,Cybernetic Implants and Augmentations,1,13.5
6,158,Cybernetic Implants and Augmentations,1,10.1
6,158,Cybernetic Implants and Augmentations,1,14.5
6,158,Cybernetic Implants and Augmentations,1,12.6
6,158,Cybernetic Implants and Augmentations,1,10.9
6,158,Cybernetic Implants and Augmentations,1,13.4
6,158,Cybernetic Implants and Augmentations,1,8.3
6,158,Cybernetic Implants and Augmentations,1,10.1
6,158,Darknet Culture and Subversive Technologies,2,7.5
6,158,Darknet Culture and Subversive Technologies,2,8.25
6,158,Darknet Culture and Subversive Technologies,2,7
6,158,Darknet Culture and Subversive Technologies,2,7.75
6,158,Hacking and Network Security,2,11
6,158,Hacking and Network Security,2,8.5
6,158,Hacking and Network Security,2,7.5
6,158,Neurotechnology and Mind Control,2,11
6,158,Neurotechnology and Mind Control,2,12
6,158,Neurotechnology and Mind Control,2,11
6,158,Neurotechnology and Mind Control,2,9
6,158,Post-Human Philosophy and Ethics,2,8
6,158,Post-Human Philosophy and Ethics,2,11.5
6,158,Post-Human Philosophy and Ethics,2,10.5
6,158,Post-Human Philosophy and Ethics,2,12.5
6,158,Post-Human Philosophy and Ethics,2,8.5
6,158,Post-Human Philosophy and Ethics,2,10
6,158,Post-Human Philosophy and Ethics,2,11
6,158,Urban Planning and Megacity Design,2,10.5
6,158,Urban Planning and Megacity Design,2,11
6,158,Urban Planning and Megacity Design,2,8.5
6,158,Urban Planning and Megacity Design,2,10.5
6,158,Urban Planning and Megacity Design,2,11.5
6,158,Virtual Reality and Augmented Reality,2,8.75
6,158,Virtual Reality and Augmented Reality,2,9.5
6,158,Virtual Reality and Augmented Reality,2,10.75
6,158,Virtual Reality and Augmented Reality,2,11.75
6,158,Virtual Reality and Augmented Reality,2,9.5
6,158,Virtual Reality and Augmented Reality,2,9.5
6,158,Virtual Reality and Augmented Reality,2,10
6,158,Virtual Reality and Augmented Reality,2,10
6,158,Virtual Reality and Augmented Reality,2,8.25
6,158,Virtual Reality and Augmented Reality,2,10.75
6,199,Artificial Intelligence and Machine Learning,2,10
6,199,Artificial Intelligence and Machine Learning,2,7.5
6,199,Artificial Intelligence and Machine Learning,2,8.5
6,199,Artificial Intelligence and Machine Learning,2,11.5
6,199,Bioengineering and Genetic Modification,1,10
6,199,Bioengineering and Genetic Modification,1,13.5
6,199,Bioengineering and Genetic Modification,1,12
6,199,Corporate Espionage and Industrial Sabotage,2,8.5
6,199,Corporate Espionage and Industrial Sabotage,2,8.5
6,199,Corporate Espionage and Industrial Sabotage,2,8.5
6,199,Corporate Espionage and Industrial Sabotage,2,8
6,199,Corporate Espionage and Industrial Sabotage,2,8.5
6,199,Corporate Espionage and Industrial Sabotage,2,6
6,199,Corporate Espionage and Industrial Sabotage,2,7.5
6,199,Corporate Espionage and Industrial Sabotage,2,9
6,199,Corporate Espionage and Industrial Sabotage,2,7
6,199,Cybernetic Implants and Augmentations,1,9.8
6,199,Cybernetic Implants and Augmentations,1,8.7
6,199,Cybernetic Implants and Augmentations,1,12.9
6,199,Cybernetic Implants and Augmentations,1,13.9
6,199,Cybernetic Implants and Augmentations,1,16.5
6,199,Cybernetic Implants and Augmentations,1,10.5
6,199,Cybernetic Implants and Augmentations,1,8.3
6,199,Cybernetic Implants and Augmentations,1,13.7
6,199,Cybernetic Implants and Augmentations,1,15.9
6,199,Cybernetic Implants and Augmentations,1,6.5
6,199,Darknet Culture and Subversive Technologies,2,5
6,199,Darknet Culture and Subversive Technologies,2,6.5
6,199,Darknet Culture and Subversive Technologies,2,12.5
6,199,Darknet Culture and Subversive Technologies,2,13.5
6,199,Hacking and Network Security,2,10.5
6,199,Hacking and Network Security,2,12.5
6,199,Hacking and Network Security,2,9.5
6,199,Neurotechnology and Mind Control,2,15
6,199,Neurotechnology and Mind Control,2,12
6,199,Post-Human Philosophy and Ethics,2,16.5
6,199,Post-Human Philosophy and Ethics,2,12
6,199,Post-Human Philosophy and Ethics,2,5
6,199,Post-Human Philosophy and Ethics,2,7
6,199,Post-Human Philosophy and Ethics,2,5.5
6,199,Post-Human Philosophy and Ethics,2,17
6,199,Post-Human Philosophy and Ethics,2,9.5
6,199,Urban Planning and Megacity Design,2,8
6,199,Urban Planning and Megacity Design,2,9
6,199,Urban Planning and Megacity Design,2,11
6,199,Urban Planning and Megacity Design,2,9.5
6,199,Virtual Reality and Augmented Reality,2,7.75
6,199,Virtual Reality and Augmented Reality,2,11
6,199,Virtual Reality and Augmented Reality,2,11.75
6,199,Virtual Reality and Augmented Reality,2,12
6,199,Virtual Reality and Augmented Reality,2,9
6,199,Virtual Reality and Augmented Reality,2,12.25
6,199,Virtual Reality and Augmented Reality,2,9.75
6,199,Virtual Reality and Augmented Reality,2,13
6,209,Artificial Intelligence and Machine Learning,2,11
6,209,Artificial Intelligence and Machine Learning,2,9.5
6,209,Artificial Intelligence and Machine Learning,2,8.5
6,209,Bioengineering and Genetic Modification,1,13.5
6,209,Bioengineering and Genetic Modification,1,13
6,209,Bioengineering and Genetic Modification,1,10.5
6,209,Corporate Espionage and Industrial Sabotage,2,9
6,209,Corporate Espionage and Industrial Sabotage,2,9
6,209,Corporate Espionage and Industrial Sabotage,2,8.5
6,209,Corporate Espionage and Industrial Sabotage,2,6
6,209,Corporate Espionage and Industrial Sabotage,2,7
6,209,Corporate Espionage and Industrial Sabotage,2,11.5
6,209,Corporate Espionage and Industrial Sabotage,2,10.5
6,209,Corporate Espionage and Industrial Sabotage,2,7.5
6,209,Cybernetic Implants and Augmentations,1,12.8
6,209,Cybernetic Implants and Augmentations,1,2.8
6,209,Cybernetic Implants and Augmentations,1,12.8
6,209,Cybernetic Implants and Augmentations,1,12.5
6,209,Cybernetic Implants and Augmentations,1,11.2
6,209,Cybernetic Implants and Augmentations,1,12.5
6,209,Cybernetic Implants and Augmentations,1,13.7
6,209,Cybernetic Implants and Augmentations,1,8.2
6,209,Cybernetic Implants and Augmentations,1,12.3
6,209,Cybernetic Implants and Augmentations,1,9.2
6,209,Darknet Culture and Subversive Technologies,2,7.5
6,209,Darknet Culture and Subversive Technologies,2,8
6,209,Darknet Culture and Subversive Technologies,2,4.75
6,209,Darknet Culture and Subversive Technologies,2,12.25
6,209,Hacking and Network Security,2,10
6,209,Hacking and Network Security,2,8.5
6,209,Hacking and Network Security,2,8
6,209,Neurotechnology and Mind Control,2,14
6,209,Neurotechnology and Mind Control,2,7
6,209,Neurotechnology and Mind Control,2,15
6,209,Neurotechnology and Mind Control,2,8
6,209,Post-Human Philosophy and Ethics,2,14
6,209,Post-Human Philosophy and Ethics,2,11.5
6,209,Post-Human Philosophy and Ethics,2,13
6,209,Post-Human Philosophy and Ethics,2,11.5
6,209,Post-Human Philosophy and Ethics,2,11.5
6,209,Post-Human Philosophy and Ethics,2,11.5
6,209,Post-Human Philosophy and Ethics,2,10.5
6,209,Urban Planning and Megacity Design,2,9
6,209,Urban Planning and Megacity Design,2,9.5
6,209,Urban Planning and Megacity Design,2,10.5
6,209,Urban Planning and Megacity Design,2,10
6,209,Urban Planning and Megacity Design,2,8
6,209,Virtual Reality and Augmented Reality,2,9
6,209,Virtual Reality and Augmented Reality,2,12.75
6,209,Virtual Reality and Augmented Reality,2,11
6,209,Virtual Reality and Augmented Reality,2,13
6,209,Virtual Reality and Augmented Reality,2,10.25
6,209,Virtual Reality and Augmented Reality,2,9.25
6,209,Virtual Reality and Augmented Reality,2,7.75
6,209,Virtual Reality and Augmented Reality,2,10.25
6,209,Virtual Reality and Augmented Reality,2,12.75
6,209,Virtual Reality and Augmented Reality,2,9
6,214,Artificial Intelligence and Machine Learning,2,8.5
6,214,Artificial Intelligence and Machine Learning,2,9.5
6,214,Artificial Intelligence and Machine Learning,2,10
6,214,Artificial Intelligence and Machine Learning,2,8.5
6,214,Bioengineering and Genetic Modification,1,11
6,214,Bioengineering and Genetic Modification,1,13.5
6,214,Bioengineering and Genetic Modification,1,11.5
6,214,Corporate Espionage and Industrial Sabotage,2,9
6,214,Corporate Espionage and Industrial Sabotage,2,8
6,214,Corporate Espionage and Industrial Sabotage,2,5.5
6,214,Corporate Espionage and Industrial Sabotage,2,12.5
6,214,Corporate Espionage and Industrial Sabotage,2,9
6,214,Corporate Espionage and Industrial Sabotage,2,10.5
6,214,Corporate Espionage and Industrial Sabotage,2,9.5
6,214,Corporate Espionage and Industrial Sabotage,2,11.5
6,214,Cybernetic Implants and Augmentations,1,13.2
6,214,Cybernetic Implants and Augmentations,1,12.3
6,214,Cybernetic Implants and Augmentations,1,10.3
6,214,Cybernetic Implants and Augmentations,1,13.8
6,214,Cybernetic Implants and Augmentations,1,10.3
6,214,Cybernetic Implants and Augmentations,1,13
6,214,Cybernetic Implants and Augmentations,1,15.1
6,214,Cybernetic Implants and Augmentations,1,7.4
6,214,Cybernetic Implants and Augmentations,1,16.5
6,214,Darknet Culture and Subversive Technologies,2,10
6,214,Darknet Culture and Subversive Technologies,2,10.75
6,214,Darknet Culture and Subversive Technologies,2,8
6,214,Hacking and Network Security,2,10.5
6,214,Hacking and Network Security,2,4.5
6,214,Hacking and Network Security,2,9
6,214,Neurotechnology and Mind Control,2,13
6,214,Neurotechnology and Mind Control,2,13
6,214,Neurotechnology and Mind Control,2,10
6,214,Neurotechnology and Mind Control,2,13
6,214,Post-Human Philosophy and Ethics,2,9.5
6,214,Post-Human Philosophy and Ethics,2,14.5
6,214,Post-Human Philosophy and Ethics,2,11.5
6,214,Post-Human Philosophy and Ethics,2,5.5
6,214,Post-Human Philosophy and Ethics,2,13.5
6,214,Post-Human Philosophy and Ethics,2,6.5
6,214,Post-Human Philosophy and Ethics,2,5
6,214,Urban Planning and Megacity Design,2,10
6,214,Urban Planning and Megacity Design,2,10
6,214,Urban Planning and Megacity Design,2,9
6,214,Urban Planning and Megacity Design,2,13.5
6,214,Urban Planning and Megacity Design,2,10
6,214,Virtual Reality and Augmented Reality,2,8.25
6,214,Virtual Reality and Augmented Reality,2,12.25
6,214,Virtual Reality and Augmented Reality,2,9
6,214,Virtual Reality and Augmented Reality,2,10.25
6,214,Virtual Reality and Augmented Reality,2,11
6,214,Virtual Reality and Augmented Reality,2,11.75
6,214,Virtual Reality and Augmented Reality,2,11.75
6,214,Virtual Reality and Augmented Reality,2,11
6,214,Virtual Reality and Augmented Reality,2,12.5
6,230,Artificial Intelligence and Machine Learning,2,8.5
6,230,Artificial Intelligence and Machine Learning,2,10
6,230,Artificial Intelligence and Machine Learning,2,11
6,230,Artificial Intelligence and Machine Learning,2,8.5
6,230,Bioengineering and Genetic Modification,1,12.5
6,230,Bioengineering and Genetic Modification,1,14.5
6,230,Bioengineering and Genetic Modification,1,12
6,230,Corporate Espionage and Industrial Sabotage,2,10
6,230,Corporate Espionage and Industrial Sabotage,2,11.5
6,230,Corporate Espionage and Industrial Sabotage,2,8.5
6,230,Corporate Espionage and Industrial Sabotage,2,9
6,230,Corporate Espionage and Industrial Sabotage,2,9
6,230,Corporate Espionage and Industrial Sabotage,2,6
6,230,Corporate Espionage and Industrial Sabotage,2,9
6,230,Corporate Espionage and Industrial Sabotage,2,9.5
6,230,Cybernetic Implants and Augmentations,1,11.3
6,230,Cybernetic Implants and Augmentations,1,11.3
6,230,Cybernetic Implants and Augmentations,1,11.2
6,230,Cybernetic Implants and Augmentations,1,12.3
6,230,Cybernetic Implants and Augmentations,1,13.5
6,230,Cybernetic Implants and Augmentations,1,11.3
6,230,Cybernetic Implants and Augmentations,1,10.3
6,230,Cybernetic Implants and Augmentations,1,13.2
6,230,Cybernetic Implants and Augmentations,1,12.7
6,230,Cybernetic Implants and Augmentations,1,15.5
6,230,Darknet Culture and Subversive Technologies,2,6.75
6,230,Darknet Culture and Subversive Technologies,2,7
6,230,Darknet Culture and Subversive Technologies,2,8
6,230,Hacking and Network Security,2,8
6,230,Hacking and Network Security,2,11
6,230,Hacking and Network Security,2,11.5
6,230,Neurotechnology and Mind Control,2,17
6,230,Neurotechnology and Mind Control,2,10
6,230,Neurotechnology and Mind Control,2,17
6,230,Neurotechnology and Mind Control,2,14
6,230,Post-Human Philosophy and Ethics,2,9.5
6,230,Post-Human Philosophy and Ethics,2,14.5
6,230,Post-Human Philosophy and Ethics,2,13
6,230,Post-Human Philosophy and Ethics,2,13
6,230,Post-Human Philosophy and Ethics,2,11
6,230,Post-Human Philosophy and Ethics,2,7
6,230,Post-Human Philosophy and Ethics,2,14
6,230,Urban Planning and Megacity Design,2,10.5
6,230,Urban Planning and Megacity Design,2,10.5
6,230,Urban Planning and Megacity Design,2,10.5
6,230,Urban Planning and Megacity Design,2,7.5
6,230,Urban Planning and Megacity Design,2,10
6,230,Virtual Reality and Augmented Reality,2,8.75
6,230,Virtual Reality and Augmented Reality,2,11.25
6,230,Virtual Reality and Augmented Reality,2,12.5
6,230,Virtual Reality and Augmented Reality,2,9.75
6,230,Virtual Reality and Augmented Reality,2,11.5
6,230,Virtual Reality and Augmented Reality,2,9.5
6,230,Virtual Reality and Augmented Reality,2,9
6,230,Virtual Reality and Augmented Reality,2,12.5
6,230,Virtual Reality and Augmented Reality,2,9.5
6,241,Artificial Intelligence and Machine Learning,2,9.5
6,241,Artificial Intelligence and Machine Learning,2,12.5
6,241,Artificial Intelligence and Machine Learning,2,11.5
6,241,Artificial Intelligence and Machine Learning,2,9.5
6,241,Bioengineering and Genetic Modification,1,10
6,241,Bioengineering and Genetic Modification,1,7.5
6,241,Bioengineering and Genetic Modification,1,13.5
6,241,Corporate Espionage and Industrial Sabotage,2,8
6,241,Corporate Espionage and Industrial Sabotage,2,6.5
6,241,Corporate Espionage and Industrial Sabotage,2,11
6,241,Corporate Espionage and Industrial Sabotage,2,8
6,241,Corporate Espionage and Industrial Sabotage,2,9
6,241,Corporate Espionage and Industrial Sabotage,2,5.5
6,241,Corporate Espionage and Industrial Sabotage,2,7.5
6,241,Corporate Espionage and Industrial Sabotage,2,10.5
6,241,Corporate Espionage and Industrial Sabotage,2,9
6,241,Cybernetic Implants and Augmentations,1,13.5
6,241,Cybernetic Implants and Augmentations,1,6.9
6,241,Cybernetic Implants and Augmentations,1,7.6
6,241,Cybernetic Implants and Augmentations,1,8.8
6,241,Cybernetic Implants and Augmentations,1,11.5
6,241,Cybernetic Implants and Augmentations,1,6.1
6,241,Cybernetic Implants and Augmentations,1,16
6,241,Cybernetic Implants and Augmentations,1,9.3
6,241,Cybernetic Implants and Augmentations,1,5
6,241,Cybernetic Implants and Augmentations,1,12.3
6,241,Darknet Culture and Subversive Technologies,2,6.5
6,241,Darknet Culture and Subversive Technologies,2,9.25
6,241,Darknet Culture and Subversive Technologies,2,9
6,241,Darknet Culture and Subversive Technologies,2,8.75
6,241,Hacking and Network Security,2,11.5
6,241,Hacking and Network Security,2,7.5
6,241,Hacking and Network Security,2,5
6,241,Neurotechnology and Mind Control,2,16
6,241,Neurotechnology and Mind Control,2,9
6,241,Neurotechnology and Mind Control,2,15
6,241,Neurotechnology and Mind Control,2,17
6,241,Post-Human Philosophy and Ethics,2,3.5
6,241,Post-Human Philosophy and Ethics,2,16
6,241,Post-Human Philosophy and Ethics,2,14.5
6,241,Post-Human Philosophy and Ethics,2,11
6,241,Post-Human Philosophy and Ethics,2,10
6,241,Post-Human Philosophy and Ethics,2,14
6,241,Urban Planning and Megacity Design,2,9.5
6,241,Urban Planning and Megacity Design,2,13
6,241,Urban Planning and Megacity Design,2,13
6,241,Urban Planning and Megacity Design,2,6
6,241,Urban Planning and Megacity Design,2,9
6,241,Virtual Reality and Augmented Reality,2,12.75
6,241,Virtual Reality and Augmented Reality,2,9.25
6,241,Virtual Reality and Augmented Reality,2,9.25
6,241,Virtual Reality and Augmented Reality,2,9
6,241,Virtual Reality and Augmented Reality,2,10.5
6,241,Virtual Reality and Augmented Reality,2,12.5
6,241,Virtual Reality and Augmented Reality,2,10.75
6,241,Virtual Reality and Augmented Reality,2,7.5
6,241,Virtual Reality and Augmented Reality,2,10.5
6,256,Artificial Intelligence and Machine Learning,2,9.5
6,256,Artificial Intelligence and Machine Learning,2,10.5
6,256,Artificial Intelligence and Machine Learning,2,10.5
6,256,Artificial Intelligence and Machine Learning,2,9
6,256,Bioengineering and Genetic Modification,1,14
6,256,Bioengineering and Genetic Modification,1,10.5
6,256,Bioengineering and Genetic Modification,1,12.5
6,256,Corporate Espionage and Industrial Sabotage,2,6.5
6,256,Corporate Espionage and Industrial Sabotage,2,6.5
6,256,Corporate Espionage and Industrial Sabotage,2,7
6,256,Corporate Espionage and Industrial Sabotage,2,8
6,256,Corporate Espionage and Industrial Sabotage,2,7
6,256,Corporate Espionage and Industrial Sabotage,2,8
6,256,Corporate Espionage and Industrial Sabotage,2,6.5
6,256,Corporate Espionage and Industrial Sabotage,2,4
6,256,Corporate Espionage and Industrial Sabotage,2,8.5
6,256,Cybernetic Implants and Augmentations,1,8.4
6,256,Cybernetic Implants and Augmentations,1,13.8
6,256,Cybernetic Implants and Augmentations,1,15.3
6,256,Cybernetic Implants and Augmentations,1,16.3
6,256,Cybernetic Implants and Augmentations,1,12.9
6,256,Cybernetic Implants and Augmentations,1,9.8
6,256,Cybernetic Implants and Augmentations,1,12.7
6,256,Cybernetic Implants and Augmentations,1,15.4
6,256,Cybernetic Implants and Augmentations,1,13.6
6,256,Cybernetic Implants and Augmentations,1,9.3
6,256,Darknet Culture and Subversive Technologies,2,9.75
6,256,Darknet Culture and Subversive Technologies,2,8
6,256,Darknet Culture and Subversive Technologies,2,11
6,256,Darknet Culture and Subversive Technologies,2,11.5
6,256,Hacking and Network Security,2,9
6,256,Hacking and Network Security,2,10.5
6,256,Hacking and Network Security,2,8.5
6,256,Neurotechnology and Mind Control,2,12
6,256,Neurotechnology and Mind Control,2,17
6,256,Neurotechnology and Mind Control,2,17
6,256,Neurotechnology and Mind Control,2,16
6,256,Post-Human Philosophy and Ethics,2,11.5
6,256,Post-Human Philosophy and Ethics,2,8.5
6,256,Post-Human Philosophy and Ethics,2,14.5
6,256,Post-Human Philosophy and Ethics,2,11.5
6,256,Post-Human Philosophy and Ethics,2,12
6,256,Post-Human Philosophy and Ethics,2,12.5
6,256,Post-Human Philosophy and Ethics,2,8
6,256,Urban Planning and Megacity Design,2,13.5
6,256,Urban Planning and Megacity Design,2,9.5
6,256,Urban Planning and Megacity Design,2,12
6,256,Urban Planning and Megacity Design,2,9
6,256,Urban Planning and Megacity Design,2,15
6,256,Virtual Reality and Augmented Reality,2,11
6,256,Virtual Reality and Augmented Reality,2,11.5
6,256,Virtual Reality and Augmented Reality,2,10.75
6,256,Virtual Reality and Augmented Reality,2,12.75
6,256,Virtual Reality and Augmented Reality,2,15.5
6,256,Virtual Reality and Augmented Reality,2,12.75
6,256,Virtual Reality and Augmented Reality,2,11.25
6,256,Virtual Reality and Augmented Reality,2,9.25
6,256,Virtual Reality and Augmented Reality,2,10
6,256,Virtual Reality and Augmented Reality,2,11
6,257,Artificial Intelligence and Machine Learning,2,11.5
6,257,Artificial Intelligence and Machine Learning,2,7.5
6,257,Artificial Intelligence and Machine Learning,2,10
6,257,Artificial Intelligence and Machine Learning,2,8.5
6,257,Bioengineering and Genetic Modification,1,14.5
6,257,Bioengineering and Genetic Modification,1,15.5
6,257,Bioengineering and Genetic Modification,1,11.5
6,257,Corporate Espionage and Industrial Sabotage,2,10
6,257,Corporate Espionage and Industrial Sabotage,2,7.5
6,257,Corporate Espionage and Industrial Sabotage,2,9
6,257,Corporate Espionage and Industrial Sabotage,2,7
6,257,Corporate Espionage and Industrial Sabotage,2,9.5
6,257,Corporate Espionage and Industrial Sabotage,2,9
6,257,Corporate Espionage and Industrial Sabotage,2,9
6,257,Corporate Espionage and Industrial Sabotage,2,7
6,257,Cybernetic Implants and Augmentations,1,19
6,257,Cybernetic Implants and Augmentations,1,14
6,257,Cybernetic Implants and Augmentations,1,13.8
6,257,Cybernetic Implants and Augmentations,1,12.8
6,257,Cybernetic Implants and Augmentations,1,7.1
6,257,Cybernetic Implants and Augmentations,1,8.9
6,257,Cybernetic Implants and Augmentations,1,10.5
6,257,Cybernetic Implants and Augmentations,1,10.6
6,257,Cybernetic Implants and Augmentations,1,8.5
6,257,Darknet Culture and Subversive Technologies,2,11.75
6,257,Darknet Culture and Subversive Technologies,2,4.5
6,257,Darknet Culture and Subversive Technologies,2,10.5
6,257,Darknet Culture and Subversive Technologies,2,10.25
6,257,Hacking and Network Security,2,6.5
6,257,Hacking and Network Security,2,9
6,257,Hacking and Network Security,2,8.5
6,257,Neurotechnology and Mind Control,2,13
6,257,Neurotechnology and Mind Control,2,15
6,257,Neurotechnology and Mind Control,2,11
6,257,Neurotechnology and Mind Control,2,15
6,257,Post-Human Philosophy and Ethics,2,11.5
6,257,Post-Human Philosophy and Ethics,2,11.5
6,257,Post-Human Philosophy and Ethics,2,15
6,257,Post-Human Philosophy and Ethics,2,11
6,257,Post-Human Philosophy and Ethics,2,9
6,257,Post-Human Philosophy and Ethics,2,7.5
6,257,Urban Planning and Megacity Design,2,12
6,257,Urban Planning and Megacity Design,2,10
6,257,Urban Planning and Megacity Design,2,11
6,257,Urban Planning and Megacity Design,2,7.5
6,257,Urban Planning and Megacity Design,2,8.5
6,257,Virtual Reality and Augmented Reality,2,7.5
6,257,Virtual Reality and Augmented Reality,2,8.75
6,257,Virtual Reality and Augmented Reality,2,11
6,257,Virtual Reality and Augmented Reality,2,11.5
6,257,Virtual Reality and Augmented Reality,2,14.25
6,257,Virtual Reality and Augmented Reality,2,9.5
6,257,Virtual Reality and Augmented Reality,2,10.25
6,257,Virtual Reality and Augmented Reality,2,9
6,257,Virtual Reality and Augmented Reality,2,10.75
6,257,Virtual Reality and Augmented Reality,2,12.75
6,260,Artificial Intelligence and Machine Learning,2,10.5
6,260,Artificial Intelligence and Machine Learning,2,9
6,260,Artificial Intelligence and Machine Learning,2,7
6,260,Artificial Intelligence and Machine Learning,2,12
6,260,Bioengineering and Genetic Modification,1,14
6,260,Bioengineering and Genetic Modification,1,10
